Customer_ID,Age,Gender,Education,Occupation,Annual_Income,Avg_Monthly_Balance,Credit_Limit,Utilization_Ratio,Loan_Amount,EMI_to_Income,Mobile_App_Usage_Days,Internet_Banking_Frequency,Savings_Account,Credit_Card,Home_Loan,Personal_Loan,Insurance,Mutual_Fund,FD,Cross_Sell_Accepted
6047,36,Female,Post-Graduate,Professional,1966096,204697,247809,0.78,975104,0.44,17,4,0,0,0,0,1,0,0,1
6048,48,Male,Post-Graduate,Professional,2899951,219374,132168,0.28,2411017,0.35,14,50,1,1,0,0,1,0,0,0
6049,55,Male,Post-Graduate,Salaried,1108008,344376,451219,0.18,2466541,0.34,12,7,1,0,0,0,1,1,0,1
6050,28,Female,Graduate,Business,552787,465982,207543,0.4,2866201,0.59,28,34,1,1,1,0,0,1,1,0
6051,64,Male,Post-Graduate,Professional,2006076,276125,112468,0.35,1314042,0.39,1,34,1,0,0,0,0,0,1,0
6052,42,Female,Graduate,Professional,359016,268434,118211,0.74,371926,0.54,19,45,1,0,0,0,1,1,1,0
6053,41,Female,Undergraduate,Business,1258882,354535,125012,0.21,2298512,0.55,4,36,1,1,0,0,1,0,0,1
6054,46,Male,Post-Graduate,Self-Employed,1793542,29789,593547,0.52,1235263,0.11,5,37,1,1,1,0,1,0,0,1
6055,60,Male,Post-Graduate,Business,423505,403524,221134,0.62,711066,0.05,5,30,1,0,0,0,0,1,1,1
6056,41,Female,Undergraduate,Salaried,621366,103046,771405,0.4,1924625,0.29,2,26,1,0,0,0,0,0,1,0
6057,45,Female,Graduate,Salaried,318328,367052,654387,0.23,1452370,0.47,11,12,1,1,0,1,0,1,1,1
6058,61,Male,Post-Graduate,Salaried,1875793,476459,722384,0.86,1003747,0.5,3,11,1,1,0,1,0,1,0,0
6059,21,Female,Undergraduate,Professional,2133903,222130,643571,0.17,2573547,0.48,8,29,1,1,0,0,1,1,1,1
6060,26,Male,Undergraduate,Self-Employed,2974132,176887,364015,0.32,919917,0.3,2,3,0,1,0,1,1,0,1,0
6061,43,Male,Post-Graduate,Salaried,2708841,36497,594575,0.73,1714624,0.46,4,11,1,1,0,1,0,0,1,0
6062,43,Male,Graduate,Business,2998087,106060,562909,0.59,2886138,0.45,7,9,1,0,1,0,1,0,1,0
6063,63,Male,Graduate,Salaried,1790130,185031,75887,0.71,1035896,0.22,25,26,1,0,0,0,0,1,0,1
6064,63,Male,Post-Graduate,Professional,1932826,175857,440637,0.78,485437,0.14,19,54,1,1,0,0,1,1,1,0
6065,43,Female,Undergraduate,Salaried,1446011,154438,544856,0.86,2821450,0.39,19,59,1,1,0,0,0,1,0,0
6066,52,Male,Post-Graduate,Self-Employed,1896025,47649,592090,0.32,807098,0.42,7,8,1,0,0,0,0,0,1,0
6067,50,Male,Graduate,Salaried,1750615,168000,123135,0.48,693784,0.36,8,21,1,1,0,1,0,1,0,0
6068,33,Male,Undergraduate,Self-Employed,1905953,96117,200915,0.67,2972539,0.17,14,8,1,0,1,0,1,0,0,0
6069,63,Male,Post-Graduate,Self-Employed,2680349,296249,759416,0.77,2131448,0.2,4,42,1,1,1,0,0,1,1,0
6070,38,Male,Undergraduate,Business,2414599,29843,483296,0.57,2392914,0.44,14,6,1,1,0,0,1,1,0,1
6071,43,Male,Graduate,Self-Employed,1438417,120250,417790,0.51,326239,0.58,1,55,1,1,0,0,0,1,1,1
6072,35,Male,Graduate,Professional,1351687,248799,355671,0.67,2897216,0.57,5,18,1,1,0,0,0,1,0,1
6073,53,Female,Graduate,Professional,2455972,474186,92297,0.39,1042685,0.34,11,6,1,0,0,0,1,1,1,0
6074,41,Female,Post-Graduate,Self-Employed,1965893,136000,167769,0.85,135746,0.54,15,21,1,1,0,0,0,1,1,0
6075,59,Female,Undergraduate,Self-Employed,417949,436555,443562,0.24,1478969,0.07,20,44,1,0,0,0,1,1,1,0
6076,43,Female,Post-Graduate,Salaried,1722459,226581,93418,0.85,2096109,0.52,14,48,1,1,0,0,1,1,1,0
6077,47,Male,Post-Graduate,Salaried,2842871,116643,59612,0.63,740575,0.31,27,56,1,0,0,0,0,0,0,1
6078,64,Female,Post-Graduate,Business,389000,392750,223886,0.59,1746275,0.48,24,53,1,1,0,1,1,0,0,0
6079,38,Male,Post-Graduate,Salaried,2237455,402402,135002,0.47,1322410,0.05,13,48,1,1,1,0,0,1,0,0
6080,44,Female,Undergraduate,Professional,2110103,218243,182703,0.19,2672861,0.53,7,23,1,0,1,1,1,1,1,0
6081,60,Female,Undergraduate,Salaried,695632,469348,510751,0.83,7270,0.38,18,36,1,1,1,0,1,0,1,0
6082,62,Male,Post-Graduate,Business,995796,293601,369355,0.1,538941,0.18,6,18,1,1,0,0,0,0,1,0
6083,27,Male,Post-Graduate,Business,2864555,239023,196524,0.29,150263,0.24,20,27,1,0,0,0,0,0,1,1
6084,40,Female,Graduate,Self-Employed,1236199,322366,128105,0.15,423585,0.16,7,45,0,0,1,0,0,0,0,0
6085,47,Female,Graduate,Business,2398381,366001,727842,0.15,560664,0.28,9,3,1,1,0,0,1,0,1,1
6086,26,Female,Undergraduate,Self-Employed,760282,221442,566902,0.4,712345,0.23,23,59,1,0,0,1,1,1,1,0
6087,47,Female,Graduate,Professional,1066481,243626,692411,0.19,816346,0.34,2,58,0,1,0,1,0,0,0,1
6088,29,Male,Undergraduate,Professional,1784139,96245,484386,0.57,2018045,0.5,8,12,1,1,1,0,0,0,1,0
6089,51,Female,Undergraduate,Salaried,561882,341051,797162,0.61,141266,0.59,6,20,1,0,0,1,0,0,1,0
6090,41,Female,Undergraduate,Business,2498253,10157,248385,0.84,1333974,0.19,9,19,1,0,1,1,1,1,1,0
6091,46,Female,Graduate,Professional,1349939,353712,130379,0.32,710223,0.11,7,23,1,1,0,0,1,1,1,0
6092,60,Female,Graduate,Self-Employed,1189238,330410,741275,0.33,1099847,0.27,5,5,0,0,0,1,0,0,0,0
6093,33,Female,Undergraduate,Business,2351904,406534,669842,0.27,980542,0.13,24,51,1,0,1,1,0,1,1,0
6094,43,Male,Undergraduate,Business,2616140,131399,58057,0.75,1233885,0.51,23,19,1,0,0,0,1,0,1,0
6095,40,Male,Post-Graduate,Self-Employed,2971169,220070,68883,0.44,762311,0.33,17,57,1,1,0,0,1,0,1,0
6096,57,Male,Undergraduate,Business,2375588,462906,755198,0.55,1701126,0.39,27,12,1,0,0,0,0,1,1,1
6097,48,Male,Undergraduate,Business,1683573,377669,634302,0.39,1061473,0.13,21,28,1,1,0,0,1,1,0,0
6098,37,Male,Post-Graduate,Professional,1876128,84493,202522,0.19,2939476,0.46,7,57,1,1,0,0,1,0,0,0
6099,48,Female,Undergraduate,Self-Employed,1057906,480595,206577,0.14,2083652,0.59,16,37,1,0,0,0,1,1,1,0
6100,61,Male,Undergraduate,Professional,2479254,78148,504673,0.83,1865521,0.32,26,34,1,0,1,0,1,0,0,0
6101,22,Male,Undergraduate,Self-Employed,1146953,424162,495201,0.29,1082282,0.58,23,58,1,1,0,0,1,0,0,0
6102,45,Female,Post-Graduate,Salaried,1119837,153092,682557,0.9,2046736,0.07,11,16,1,1,1,0,1,0,1,0
6103,61,Male,Graduate,Business,1606802,350453,347157,0.9,748037,0.07,14,53,1,1,1,0,0,1,0,0
6104,26,Male,Undergraduate,Business,2417008,302391,477169,0.48,1537222,0.58,3,4,1,1,1,0,0,1,1,0
6105,31,Male,Post-Graduate,Professional,1725932,10443,707824,0.91,1822033,0.44,21,54,1,0,1,1,1,0,1,1
6106,58,Male,Undergraduate,Business,2517499,48741,124111,0.08,378917,0.15,8,47,0,1,0,1,0,0,0,0
6107,26,Female,Post-Graduate,Business,1788762,420504,162839,0.13,2869566,0.25,15,42,1,1,0,1,0,1,0,0
6108,31,Female,Undergraduate,Professional,531746,275054,96825,0.27,1530495,0.33,25,54,1,1,0,0,0,1,1,0
6109,34,Male,Post-Graduate,Professional,2316867,54169,734926,0.24,2523275,0.44,9,6,1,0,0,0,0,0,1,1
6110,22,Female,Graduate,Self-Employed,376174,372249,668323,0.28,2120951,0.51,16,7,1,0,0,1,1,1,1,0
6111,60,Male,Graduate,Salaried,2221360,289453,575809,0.46,2217730,0.1,26,34,1,0,1,0,0,1,0,1
6112,23,Female,Graduate,Professional,946443,480665,655226,0.11,1504914,0.41,21,4,1,0,0,1,1,0,0,0
6113,55,Female,Undergraduate,Self-Employed,2155606,417481,791457,0.55,1524138,0.31,18,15,1,1,1,0,0,0,1,1
6114,53,Female,Post-Graduate,Professional,866829,104499,512362,0.33,52054,0.38,8,13,1,0,0,0,1,1,1,0
6115,44,Female,Undergraduate,Self-Employed,856511,367585,776596,0.11,378849,0.33,7,9,1,1,0,1,1,0,1,1
6116,39,Female,Undergraduate,Salaried,1903888,165307,192534,0.73,83138,0.3,20,37,1,0,1,0,1,1,1,1
6117,38,Female,Post-Graduate,Self-Employed,1471114,124360,232177,0.64,100216,0.16,21,17,1,1,0,0,1,0,0,0
6118,44,Female,Undergraduate,Self-Employed,828229,196154,366842,0.76,1162992,0.31,28,38,1,1,1,1,0,1,0,0
6119,55,Female,Post-Graduate,Business,1684643,330239,526019,0.9,1940100,0.15,10,14,1,0,0,0,0,0,1,0
6120,21,Female,Post-Graduate,Professional,2733356,216034,470319,0.58,2216476,0.07,12,37,1,0,1,1,0,1,0,0
6121,56,Female,Graduate,Self-Employed,796238,275066,169511,0.76,1273441,0.26,12,31,1,1,0,0,0,1,1,1
6122,45,Female,Graduate,Professional,2438769,330150,459723,0.23,2025860,0.06,27,2,0,1,1,1,1,0,0,0
6123,63,Male,Graduate,Self-Employed,2423177,443539,671071,0.42,2129884,0.36,27,46,1,0,0,1,1,1,1,1
6124,54,Female,Post-Graduate,Business,907460,498843,244173,0.53,1451436,0.09,10,19,1,0,1,0,1,0,0,0
6125,45,Male,Graduate,Business,1193451,299915,673117,0.54,2295477,0.29,2,19,0,0,1,0,0,0,0,1
6126,36,Female,Post-Graduate,Salaried,2178232,412992,691062,0.7,216166,0.59,25,55,1,1,0,0,0,1,0,0
6127,54,Male,Undergraduate,Self-Employed,2314798,207527,491542,0.77,1705364,0.06,12,13,1,0,0,0,1,1,0,0
6128,49,Male,Graduate,Business,2366806,47772,269403,0.65,1508639,0.25,6,21,1,1,1,1,1,0,0,1
6129,39,Male,Post-Graduate,Professional,2700291,325515,578694,0.09,2398340,0.42,25,31,1,0,1,0,0,0,0,0
6130,43,Female,Post-Graduate,Self-Employed,2167861,395091,676727,0.37,2096573,0.14,24,44,1,1,0,0,1,0,0,0
6131,39,Female,Post-Graduate,Self-Employed,1178896,424170,762538,0.57,1252753,0.36,1,28,1,1,0,1,1,0,0,0
6132,45,Female,Post-Graduate,Salaried,1442181,424053,140692,0.51,174821,0.19,29,57,1,1,0,0,0,0,0,0
6133,36,Female,Graduate,Professional,750032,85494,211943,0.09,1182754,0.17,9,1,1,0,0,0,1,1,1,0
6134,29,Male,Graduate,Salaried,2640453,146647,789273,0.93,2226767,0.54,25,35,1,1,1,1,0,0,0,0
6135,21,Female,Graduate,Self-Employed,2205610,400489,408586,0.91,2001762,0.16,20,10,0,1,1,1,1,0,1,1
6136,62,Female,Post-Graduate,Salaried,2590689,323249,414973,0.75,2652503,0.26,16,8,1,1,0,1,0,1,0,0
6137,39,Female,Undergraduate,Self-Employed,2511352,323864,686919,0.1,728708,0.14,17,13,1,1,0,0,1,1,1,0
6138,53,Female,Post-Graduate,Self-Employed,2933438,476697,94895,0.44,2354696,0.21,20,19,1,1,0,0,1,1,0,0
6139,54,Female,Undergraduate,Salaried,2541988,259468,355904,0.42,2802051,0.21,6,3,1,1,0,0,1,1,0,0
6140,36,Female,Graduate,Salaried,1525027,122498,358450,0.55,780028,0.23,4,56,1,0,0,1,1,1,1,1
6141,64,Female,Post-Graduate,Self-Employed,1036754,64080,125179,0.1,756570,0.4,9,58,1,0,0,0,1,0,1,0
6142,60,Female,Post-Graduate,Salaried,2894372,217471,721947,0.43,723642,0.46,20,3,1,0,0,0,0,0,1,0
6143,38,Male,Graduate,Salaried,2063524,91393,126554,0.73,1626692,0.33,26,27,1,1,0,0,1,1,0,1
6144,54,Male,Post-Graduate,Self-Employed,2236655,259159,453260,0.95,2737289,0.39,8,18,1,1,1,1,1,1,0,1
6145,45,Female,Undergraduate,Professional,2590622,42309,181015,0.59,1134722,0.5,18,35,1,1,1,0,1,1,0,0
6146,26,Female,Undergraduate,Salaried,2341873,426170,618713,0.9,2321658,0.6,12,44,1,1,0,1,0,1,0,0
6147,41,Female,Undergraduate,Salaried,2520514,137984,307997,0.95,190074,0.3,7,34,0,1,1,1,0,1,0,1
6148,26,Female,Post-Graduate,Business,1942065,452810,202448,0.44,446829,0.57,8,30,1,1,0,0,1,1,1,0
6149,52,Male,Post-Graduate,Professional,1318482,43368,334734,0.65,2638244,0.32,22,8,1,0,1,1,0,1,1,1
6150,61,Male,Undergraduate,Salaried,2506046,365422,355547,0.24,780048,0.48,10,21,1,1,0,1,1,0,0,1
6151,63,Female,Post-Graduate,Self-Employed,841022,87670,76628,0.48,2289555,0.37,29,46,1,0,0,1,0,1,1,0
6152,59,Male,Undergraduate,Business,2864744,397833,663709,0.12,2883459,0.54,22,19,1,0,0,1,1,1,1,1
6153,51,Male,Graduate,Business,1032958,254666,417907,0.08,225249,0.3,24,43,1,1,1,1,1,1,0,1
6154,62,Female,Undergraduate,Business,765796,138450,570699,0.85,159838,0.43,3,48,1,0,1,0,1,0,1,1
6155,30,Female,Graduate,Salaried,2520259,283724,707552,0.82,902305,0.31,18,46,0,0,0,0,1,1,0,0
6156,50,Female,Graduate,Self-Employed,2268143,30966,202505,0.33,2934555,0.52,9,40,1,1,0,1,0,0,1,1
6157,38,Male,Graduate,Business,2419465,222645,80617,0.46,1424744,0.6,24,30,1,0,1,0,1,0,0,0
6158,44,Male,Undergraduate,Professional,1209736,209394,298588,0.49,466148,0.18,26,56,1,0,1,1,1,1,1,0
6159,29,Female,Undergraduate,Business,1768879,94615,212754,0.52,488563,0.31,5,27,0,0,1,0,0,0,1,1
6160,51,Female,Post-Graduate,Business,738995,287375,322394,0.17,2996444,0.09,13,20,1,1,1,0,0,0,1,1
6161,35,Male,Post-Graduate,Professional,733397,415056,344980,0.75,520654,0.13,5,14,1,0,0,0,0,0,1,0
6162,24,Male,Graduate,Business,1497853,405268,424463,0.36,180131,0.56,22,57,1,1,1,0,1,1,1,0
6163,60,Female,Undergraduate,Business,1599225,43399,379317,0.08,322874,0.35,22,12,1,1,0,1,0,0,0,0
6164,29,Male,Post-Graduate,Professional,1885328,210050,549913,0.66,2508105,0.27,2,49,1,1,1,0,1,0,1,1
6165,29,Female,Post-Graduate,Salaried,671230,404970,418905,0.8,2687632,0.42,7,23,1,1,0,0,1,0,1,0
6166,46,Female,Post-Graduate,Professional,851420,393852,56251,0.88,1235229,0.36,3,12,1,1,0,0,0,1,1,0
6167,24,Male,Undergraduate,Salaried,350737,250601,675717,0.66,2966709,0.21,24,53,1,0,0,0,1,1,0,1
6168,37,Male,Post-Graduate,Salaried,1587822,347450,368390,0.22,707379,0.17,9,44,0,1,1,0,0,1,0,1
6169,36,Male,Graduate,Salaried,796179,482251,565409,0.58,2990535,0.37,3,44,1,1,0,0,0,1,1,0
6170,35,Female,Undergraduate,Professional,1548933,206597,738366,0.87,529302,0.15,22,39,1,0,1,0,0,0,1,0
6171,55,Female,Post-Graduate,Professional,757765,141097,136966,0.37,2609426,0.13,24,42,1,1,0,1,1,1,0,1
6172,25,Female,Post-Graduate,Salaried,2432458,493082,484001,0.91,1083834,0.23,6,30,1,0,0,0,1,1,1,0
6173,25,Female,Undergraduate,Professional,2947032,151473,279666,0.14,797731,0.52,10,48,1,0,1,0,1,1,0,0
6174,40,Female,Post-Graduate,Salaried,1573442,123172,569490,0.71,550297,0.07,3,27,0,1,0,1,0,1,1,1
6175,35,Female,Post-Graduate,Professional,2441910,270978,641632,0.16,2568551,0.51,20,24,1,0,1,0,1,1,1,0
6176,38,Male,Graduate,Self-Employed,2654731,16553,453497,0.77,887928,0.39,9,3,1,0,0,1,0,0,0,0
6177,22,Female,Undergraduate,Professional,554062,343439,171720,0.14,773786,0.07,12,30,1,1,0,0,1,1,1,0
6178,49,Female,Post-Graduate,Professional,2104774,279899,144840,0.34,946109,0.38,12,35,1,0,1,0,1,0,0,0
6179,33,Female,Undergraduate,Professional,1879441,219992,281306,0.75,2823091,0.28,16,33,1,1,1,0,0,1,0,0
6180,24,Female,Undergraduate,Salaried,2644853,498680,155293,0.46,1104353,0.51,11,37,1,0,0,0,1,0,1,0
6181,62,Male,Graduate,Salaried,2012199,234086,750400,0.84,1194272,0.55,12,40,1,1,0,1,0,1,0,0
6182,30,Female,Graduate,Self-Employed,2143080,437113,583286,0.41,1152877,0.21,17,49,0,1,0,0,1,1,1,0
6183,51,Male,Undergraduate,Self-Employed,2982254,375444,457733,0.95,2857171,0.48,4,16,1,1,1,0,1,1,1,0
6184,61,Male,Graduate,Business,1595151,186136,418227,0.07,2409022,0.22,10,48,1,1,0,0,1,0,1,1
6185,28,Female,Graduate,Self-Employed,1602931,370054,497498,0.68,1804228,0.21,17,18,1,1,1,0,0,0,0,0
6186,23,Female,Post-Graduate,Salaried,1262810,489281,355010,0.87,1679649,0.16,8,18,1,0,0,0,0,0,0,0
6187,29,Male,Graduate,Self-Employed,1851204,310553,72969,0.53,2029934,0.42,7,14,1,1,0,0,0,1,1,0
6188,50,Male,Graduate,Self-Employed,798882,370048,413124,0.94,2476451,0.19,23,32,1,0,0,0,1,0,0,0
6189,31,Female,Post-Graduate,Professional,670682,327193,721143,0.69,329268,0.31,18,12,1,1,0,0,0,0,0,0
6190,55,Male,Post-Graduate,Self-Employed,961051,56669,692547,0.44,317169,0.5,26,42,1,0,0,0,1,0,0,0
6191,57,Female,Undergraduate,Business,433025,417587,81107,0.51,681414,0.49,22,2,1,0,0,1,1,1,0,0
6192,62,Female,Graduate,Professional,894787,345049,750991,0.84,2007844,0.52,24,53,1,1,1,0,1,0,1,1
6193,33,Male,Post-Graduate,Salaried,1321794,472647,589077,0.91,909923,0.14,24,26,1,1,0,0,1,1,0,0
6194,56,Female,Graduate,Business,2896424,221061,780706,0.55,1746865,0.37,21,23,0,1,0,0,1,1,1,1
6195,33,Female,Undergraduate,Salaried,393405,145869,325358,0.33,409,0.55,8,35,1,0,0,0,0,1,0,1
6196,32,Female,Graduate,Business,2211989,449025,382801,0.27,829017,0.07,29,33,1,1,1,0,1,0,1,1
6197,57,Male,Graduate,Professional,1255263,470580,737832,0.48,626551,0.49,2,41,1,0,0,0,0,0,1,0
6198,30,Male,Graduate,Business,334699,402360,124536,0.32,1641974,0.19,14,25,1,1,0,0,1,0,0,1
6199,29,Male,Post-Graduate,Business,2234184,478479,81087,0.43,277528,0.42,16,4,1,1,0,0,1,1,0,0
6200,27,Female,Post-Graduate,Self-Employed,1159922,88053,561690,0.8,2399426,0.44,20,21,0,0,0,0,1,0,0,0
6201,22,Male,Undergraduate,Salaried,2977071,26943,313085,0.47,2979528,0.56,10,48,1,1,0,1,1,0,1,0
6202,43,Male,Graduate,Professional,1235449,118374,182393,0.63,2735524,0.33,18,4,1,0,0,1,1,1,0,1
6203,59,Male,Undergraduate,Business,469366,36831,264646,0.13,1952421,0.52,5,31,1,1,0,0,1,0,0,1
6204,60,Female,Undergraduate,Salaried,2934360,314188,506683,0.74,1888268,0.07,16,56,0,1,0,0,1,1,0,0
6205,59,Female,Post-Graduate,Salaried,2057545,128602,95972,0.48,2182550,0.28,11,49,1,1,0,1,1,0,1,1
6206,41,Male,Graduate,Self-Employed,2730392,296958,511820,0.37,1001302,0.29,19,15,1,0,0,0,1,1,1,0
6207,43,Male,Graduate,Salaried,2609149,345730,351505,0.6,683362,0.35,6,4,0,1,0,0,0,1,1,1
6208,49,Male,Undergraduate,Professional,886646,201330,615642,0.14,1125621,0.31,7,4,1,0,1,0,0,0,0,1
6209,34,Female,Graduate,Self-Employed,538461,331583,378471,0.42,235607,0.58,22,44,1,1,0,1,0,0,1,0
6210,46,Male,Post-Graduate,Business,1290755,216271,97191,0.78,1593782,0.09,11,3,1,0,0,0,1,1,0,0
6211,25,Female,Undergraduate,Professional,515676,475652,584424,0.29,185995,0.2,18,52,0,0,0,1,1,0,0,1
6212,51,Female,Undergraduate,Professional,1464010,310499,458963,0.87,1429301,0.58,18,55,1,1,0,0,1,1,0,0
6213,45,Female,Post-Graduate,Professional,2992219,228404,384204,0.59,548095,0.29,20,5,0,1,1,1,1,0,1,1
6214,51,Male,Post-Graduate,Self-Employed,1060490,331533,260474,0.54,62739,0.36,23,19,1,1,0,1,0,1,0,0
6215,40,Male,Post-Graduate,Salaried,1148098,25784,613630,0.41,2735761,0.09,8,38,1,1,0,1,0,0,0,1
6216,64,Female,Post-Graduate,Professional,1849178,243988,393995,0.72,1979398,0.21,21,32,1,0,0,0,1,0,0,0
6217,37,Female,Post-Graduate,Salaried,408987,406899,276519,0.56,188661,0.07,10,58,1,0,0,0,0,1,0,0
6218,22,Female,Post-Graduate,Salaried,2357823,346076,345105,0.77,482507,0.13,17,9,1,0,0,0,1,1,1,0
6219,45,Female,Undergraduate,Professional,1661898,410563,680486,0.35,2678241,0.4,9,3,1,0,0,0,1,1,0,1
6220,33,Male,Graduate,Salaried,338009,357664,644098,0.68,767727,0.47,13,34,1,1,0,0,0,0,0,1
6221,59,Male,Graduate,Self-Employed,888264,184169,326476,0.9,1303007,0.53,8,25,1,0,1,1,1,0,0,0
6222,48,Female,Undergraduate,Self-Employed,1592866,360707,561801,0.3,64385,0.19,17,53,1,0,1,0,1,0,0,0
6223,62,Female,Graduate,Business,2036161,355277,664617,0.93,1762613,0.23,16,10,1,1,1,1,0,0,0,0
6224,26,Female,Graduate,Salaried,370935,328643,393098,0.42,2673159,0.36,25,32,1,1,0,0,0,0,0,0
6225,23,Male,Undergraduate,Salaried,2242245,24072,98473,0.08,104352,0.1,16,5,1,1,0,0,0,0,1,0
6226,55,Female,Graduate,Business,2017584,284170,554364,0.37,1178029,0.49,21,29,1,0,0,1,1,1,0,0
6227,38,Male,Graduate,Self-Employed,1073056,242467,221969,0.18,602281,0.32,8,7,0,1,0,0,1,0,0,0
6228,31,Female,Undergraduate,Business,2309016,62832,323826,0.32,2527350,0.58,26,15,1,0,1,0,1,1,0,1
6229,40,Male,Graduate,Business,1396949,396703,464943,0.14,1843957,0.11,10,2,1,1,0,0,0,0,0,0
6230,25,Male,Post-Graduate,Business,746030,313110,237741,0.21,43070,0.12,12,10,1,0,0,1,0,0,1,0
6231,39,Female,Undergraduate,Salaried,2593361,41041,93775,0.16,2981996,0.24,18,11,1,0,0,0,1,1,1,0
6232,42,Male,Graduate,Salaried,1133404,368667,369085,0.09,131817,0.16,23,53,1,0,0,0,1,1,1,0
6233,39,Male,Graduate,Salaried,2556371,210106,512655,0.32,124396,0.43,9,56,1,1,0,1,1,1,1,0
6234,36,Male,Post-Graduate,Salaried,319295,435472,625225,0.9,2366156,0.57,23,40,1,0,0,1,0,0,0,0
6235,44,Male,Undergraduate,Professional,2141905,155977,516714,0.9,1536416,0.1,25,58,1,0,1,0,1,1,0,0
6236,61,Female,Undergraduate,Business,1092270,113810,767398,0.81,1579899,0.18,4,55,1,1,0,0,1,0,1,0
6237,24,Female,Graduate,Business,513765,231447,324169,0.06,1270469,0.18,5,21,1,0,0,1,1,0,0,0
6238,35,Female,Post-Graduate,Salaried,1023040,339817,145439,0.08,634371,0.33,23,12,0,0,0,0,0,0,0,0
6239,45,Female,Post-Graduate,Self-Employed,800704,132343,370670,0.06,1831529,0.3,16,4,1,0,0,0,1,0,1,1
6240,64,Female,Post-Graduate,Professional,588558,222554,722267,0.38,848123,0.45,1,28,0,1,1,0,1,0,1,0
6241,55,Male,Post-Graduate,Professional,2304828,362188,643120,0.93,2900705,0.45,18,29,1,1,1,1,1,1,1,0
6242,34,Male,Post-Graduate,Self-Employed,806212,64100,571573,0.86,1157623,0.37,18,13,1,1,1,0,0,1,0,1
6243,39,Male,Post-Graduate,Salaried,1378059,353300,630396,0.28,966164,0.38,26,50,1,1,1,1,1,0,0,0
6244,58,Male,Undergraduate,Professional,806399,352503,464079,0.42,1263769,0.51,25,18,1,1,0,1,1,0,1,0
6245,56,Female,Graduate,Professional,1229017,112169,711045,0.79,2201823,0.27,19,27,1,0,1,0,1,1,0,1
6246,27,Female,Graduate,Business,1010909,474212,580935,0.73,1667669,0.06,9,3,1,1,0,0,0,0,0,0
6247,50,Male,Post-Graduate,Business,2835170,392280,80145,0.17,1144360,0.17,1,35,1,1,0,0,0,1,1,0
6248,39,Female,Undergraduate,Salaried,2130069,112800,483778,0.15,2800461,0.07,27,39,1,0,0,1,0,0,0,1
6249,45,Male,Undergraduate,Salaried,2700205,129140,153894,0.54,2455012,0.27,3,22,1,0,0,0,1,0,0,0
6250,36,Male,Post-Graduate,Business,2183099,442882,201839,0.14,2785963,0.25,26,17,1,1,0,0,1,0,0,0
6251,60,Female,Graduate,Business,614533,372994,672990,0.79,1512498,0.1,2,28,1,1,0,1,0,1,0,0
6252,28,Female,Post-Graduate,Business,1567856,219330,691127,0.28,710261,0.47,2,38,1,0,0,1,1,0,1,0
6253,38,Female,Undergraduate,Self-Employed,1414085,100230,709240,0.22,2518295,0.35,17,16,1,1,1,1,1,0,0,0
6254,48,Female,Post-Graduate,Professional,793417,344894,691063,0.22,2193739,0.17,6,5,1,1,0,0,0,0,0,1
6255,36,Female,Graduate,Salaried,2000968,238519,634775,0.09,1981732,0.47,5,22,1,1,0,0,0,0,0,0
6256,39,Female,Graduate,Salaried,2691587,154382,351937,0.63,228621,0.42,28,56,1,1,1,0,1,1,0,0
6257,62,Female,Undergraduate,Self-Employed,452889,110699,687872,0.2,2789264,0.16,21,17,1,1,1,0,1,0,1,0
6258,37,Male,Post-Graduate,Business,2736264,99591,684837,0.26,298327,0.59,11,11,1,1,0,0,1,1,1,0
6259,33,Female,Post-Graduate,Professional,2339746,221482,369734,0.73,1742813,0.15,9,22,0,1,1,0,1,0,0,1
6260,27,Male,Undergraduate,Business,1196435,431159,645749,0.1,2588942,0.47,22,44,1,1,0,0,1,1,0,0
6261,47,Male,Post-Graduate,Salaried,1306176,269584,102470,0.23,848956,0.58,25,44,1,1,0,1,1,0,1,0
6262,30,Female,Undergraduate,Self-Employed,2530783,172989,556167,0.18,105136,0.45,4,36,1,1,1,0,0,0,0,1
6263,54,Male,Post-Graduate,Professional,1101176,195738,248689,0.05,2708615,0.42,7,41,1,1,0,0,1,0,0,1
6264,56,Female,Graduate,Professional,1772947,142774,375760,0.54,1399042,0.55,13,46,0,1,0,1,1,0,0,1
6265,45,Male,Undergraduate,Professional,1587482,67873,150361,0.22,1612106,0.2,16,44,0,0,0,1,0,1,1,0
6266,26,Male,Post-Graduate,Professional,356898,423274,776183,0.62,1904538,0.2,27,42,1,1,1,0,1,1,0,0
6267,44,Male,Post-Graduate,Self-Employed,2054972,444478,744031,0.5,1002254,0.4,20,40,1,0,1,1,1,0,1,0
6268,38,Female,Post-Graduate,Salaried,615320,286681,448551,0.65,2311711,0.54,17,55,1,0,0,0,0,1,0,1
6269,43,Male,Undergraduate,Professional,2760734,481011,642813,0.93,2487549,0.39,20,3,1,1,0,0,1,0,0,1
6270,26,Male,Graduate,Professional,882687,91428,155879,0.25,432002,0.59,2,27,0,1,1,0,1,0,1,0
6271,49,Male,Post-Graduate,Salaried,2021942,423851,555583,0.65,1155865,0.17,5,45,1,0,1,1,0,1,0,0
6272,45,Female,Undergraduate,Business,1823703,38544,405853,0.8,492379,0.5,27,48,1,1,1,1,1,0,0,0
6273,37,Male,Post-Graduate,Professional,2973874,337693,383401,0.91,1094070,0.56,18,57,1,0,1,0,1,0,0,0
